Assembly	[C]omplete BUSCOs	Complete and [S]ingle-copy BUSCOs	Complete and [D]uplicated BUSCOs	[F]ragmented BUSCOs	[M]issing BUSCOs	Name
GCA_013180355.1	1626	158	1468	4	76	Saccharomyces pastorianus CBS 5832
GCA_013180645.1	1547	1083	464	64	95	Saccharomyces pastorianus DBVPG 6261i
GCA_013180665.1	1617	317	1300	18	71	Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum CID 1
GCA_013180675.1	1566	1307	259	4	136	Saccharomyces bayanus CBS 380
GCA_013180695.1	1402	1369	33	109	195	Saccharomyces bayanus CBS 380
GCA_013180725.1	1579	348	1231	4	123	Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum CBS 2834
GCA_013180735.1	1630	211	1419	7	69	Saccharomyces pastorianus CBS 2156
GCA_013180745.1	1615	1455	160	8	83	Saccharomyces pastorianus CBS 2440
GCA_013180785.1	1630	617	1013	3	73	Saccharomyces pastorianus CBS 1513
GCA_013180795.1	1572	291	1281	8	126	Saccharomyces pastorianus CBS 1513 CBS 1513
GCA_013181305.1	1579	1369	210	34	93	Saccharomyces cerevisiae AWRI2911
GCA_013181335.1	1624	1542	82	4	78	Saccharomyces pastorianus CBS 1538
GCA_013181375.1	1636	424	1212	4	66	Saccharomyces pastorianus CBS 1484
GCA_013181485.1	1625	251	1374	7	74	Saccharomyces pastorianus CBS 1483
GCA_013181515.1	1633	218	1415	5	68	Saccharomyces pastorianus CBS 1483
GCA_013183815.1	1595	1455	140	5	106	Saccharomyces pastorianus CBS 1503 CBS 1503
GCA_013183905.1	1627	1152	475	8	71	Saccharomyces cerevisiae AWRI1430
GCA_013265705.1	1578	1515	63	23	105	Saccharomyces uvarum NCAIM 00868
GCA_013265745.1	1562	1495	67	45	99	Saccharomyces uvarum 148.01
GCA_013265755.1	1573	858	715	48	85	Saccharomyces pastorianus DBVPG 6033i
GCA_013265775.1	1620	1557	63	13	73	Saccharomyces uvarum CBS 377
GCA_013305595.1	1596	1441	155	8	102	Geotrichum candidum LMA-317
GCA_013305805.1	1592	1444	148	9	105	Geotrichum candidum LMA-1147
GCA_013305925.1	1593	1446	147	8	105	Galactomyces reessii LMA-1148
GCA_013365045.1	1588	1440	148	12	106	Geotrichum candidum LMA-244
GCA_013365065.1	1592	1435	157	12	102	Geotrichum candidum LMA-1028
GCA_013365075.1	1589	1432	157	11	106	Geotrichum candidum LMA-77
GCA_013365125.1	1589	1432	157	12	105	Geotrichum candidum LMA-70
GCA_013368535.1	1564	1546	18	9	133	Candida theae
GCA_013368665.1	495	487	8	355	856	Saccharomyces cerevisiae NC-02 NC-02
GCA_013368685.1	975	956	19	226	505	Saccharomyces cerevisiae IL-01 IL-01
GCA_013387355.1	1629	1626	3	7	70	Torulaspora franciscae CBS 2926
GCA_013402915.1	1630	1629	1	4	72	Zygotorulaspora mrakii NRRL Y-6702
GCA_013423405.1	1623	1621	2	5	78	Zygosaccharomyces siamensis MinabeTanabe
GCA_013620965.1	1624	1620	4	4	78	Spathaspora passalidarum NRRL Y-27907 NRRL Y-27907
GCA_013620985.1	1492	1473	19	16	198	Lodderomyces elongisporus NRRL YB-4239 NRRL YB-4239
GCA_013694445.1	1623	1622	1	7	76	Torulaspora sp. CBS 2947 CBS2947
GCA_014049445.1	1604	1590	14	4	98	Candida parapsilosis FDAARGOS_652
GCA_014049455.1	1604	1588	16	5	97	Candida parapsilosis FDAARGOS_651
GCA_014049485.1	1432	1269	163	28	246	Candida albicans FDAARGOS_656
GCA_014049495.1	1608	1596	12	3	95	Candida parapsilosis FDAARGOS_653
GCA_014049585.1	1608	1595	13	5	93	Candida parapsilosis FDAARGOS_650
GCA_014132375.1	1628	1545	83	5	73	Saccharomyces cerevisiae NYR20
GCA_014132395.1	1601	1523	78	9	96	Saccharomyces cerevisiae P-684
GCA_014133895.1	1633	1631	2	7	66	Torulaspora globosa CBS764
GCA_014176175.1	1405	1397	8	29	272	Brettanomyces bruxellensis AWRI1613
GCA_014176185.1	1389	1382	7	27	290	Brettanomyces bruxellensis AWRI1613
GCA_014217455.1	1579	1578	1	9	118	[Candida] auris
GCA_014217725.1	1599	1562	37	5	102	[Candida] glabrata BG2
GCA_014490615.1	1582	1573	9	6	118	Yarrowia lipolytica DSM 3286
GCA_014596635.1	1594	1437	157	10	102	Geotrichum candidum LMA-40
GCA_014636115.1	1602	1599	3	8	96	Clavispora lusitaniae FDAARGOS_655
GCA_014638765.1	1600	1599	1	7	99	[Candida] auris FG_GE10
GCA_014638775.1	1601	1600	1	6	99	[Candida] auris FG_GE9
GCA_014638805.1	1599	1598	1	7	100	[Candida] auris FG_GE8
GCA_014638825.1	1599	1598	1	8	99	[Candida] auris FG_GE7
GCA_014638875.1	1599	1598	1	6	101	[Candida] auris FG_GE6
GCA_014638885.1	1599	1598	1	7	100	[Candida] auris FG_GE5
GCA_014638895.1	1599	1598	1	7	100	[Candida] auris FG_GE4
GCA_014638955.1	1599	1598	1	6	101	[Candida] auris FG_GE2
GCA_014638965.1	1600	1599	1	6	100	[Candida] auris FG_GE3
GCA_014673535.1	1600	1599	1	6	100	[Candida] auris CA-AM1
GCA_014825715.1	409	404	5	339	958	Candida albicans UCSD
GCA_014898825.1	1622	1538	84	5	79	Saccharomyces cerevisiae U-1A-D1628
GCA_014898935.1	1626	1541	85	4	76	Saccharomyces cerevisiae 74-D694
GCA_014905575.1	1629	1553	76	5	72	Saccharomyces cerevisiae Awamori-101
GCA_014905795.1	1454	1383	71	33	219	Metschnikowia persimmonesis KIOM G15050
GCA_015227795.1	1516	1507	9	52	138	Candida albicans ATCC 10231
GCA_015251375.1	1617	1536	81	5	84	Saccharomyces cerevisiae Y9_Hap1
GCA_015251845.1	1633	1551	82	4	69	Saccharomyces cerevisiae Y12
GCA_015251875.1	1626	1547	79	7	73	Saccharomyces cerevisiae YPS1009
GCA_015251885.1	1629	1548	81	6	71	Saccharomyces cerevisiae NC-02
GCA_015251915.1	1542	1469	73	39	125	Saccharomyces cerevisiae PW5
GCA_015251945.1	1628	1550	78	4	74	Saccharomyces cerevisiae UC5
GCA_015344825.1	1488	1474	14	73	145	Candida albicans ATCC 18804
GCA_015344855.1	1527	1519	8	56	123	Candida albicans ATCC 90029
GCA_015344875.1	1606	1604	2	3	97	Candida parapsilosis ATCC 22019
GCA_015344895.1	1496	1487	9	72	138	Candida albicans ATCC 38289
GCA_015345605.1	1466	1458	8	93	147	Candida albicans ATCC 76485
GCA_015345665.1	1469	1460	9	92	145	Candida albicans ATCC 96901
GCA_015345685.1	1481	1466	15	81	144	Candida albicans ATCC 28121
GCA_015345725.1	1515	1505	10	58	133	Candida albicans ATCC MYA-1023
GCA_015345785.1	1528	1520	8	50	128	Candida albicans ATCC 90819
GCA_015345795.1	1460	1448	12	84	162	Candida albicans ATCC 11651
GCA_015345815.1	1465	1454	11	92	149	Candida albicans ATCC MYA-574
GCA_015345835.1	1504	1494	10	64	138	Candida albicans ATCC MYA-427
GCA_015363515.1	1629	1544	85	4	73	Saccharomyces cerevisiae HJ
GCA_015708695.1	1602	1594	8	8	96	[Candida] mesenterica UWOPS91-121.2
GCA_015708715.1	1589	1588	1	7	110	Kodamaea ohmeri UWOPS01-666b4
GCA_015708725.1	1591	1590	1	9	106	Kodamaea ohmeri UWOPS05-228.2
GCA_015708755.1	1582	1579	3	13	111	Kodamaea anthophila UWOPS91-893.2
GCA_015708815.1	1579	1576	3	9	118	Kodamaea anthophila UWOPS95-602.1
GCA_016097515.1	1666	1646	20	1	39	Debaryomyces hansenii C0-11-Y2
GCA_016097625.1	1670	1660	10	3	33	Debaryomyces hansenii C0-11-Y2
GCA_016110235.1	1547	1511	36	14	145	Kazachstania unispora IBR014
GCA_016162255.1	1619	1613	6	7	80	Blastobotrys adeninivorans TMCC 70007
GCA_900002835.2	1405	1402	3	56	245	Candida orthopsilosis MCO456
GCA_900004165.1	1602	1600	2	5	99	Candida parapsilosis CBS1954
GCA_900007755.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900007765.1	1606	1599	7	8	92	Komagataella pastoris
GCA_900009515.1	1605	1597	8	8	93	Komagataella pastoris
GCA_900009525.1	1606	1599	7	8	92	Komagataella pastoris
GCA_900010155.1	1608	1601	7	7	91	Komagataella pastoris
GCA_900013415.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016195.1	1607	1600	7	9	90	Komagataella pastoris
GCA_900016385.1	1608	1600	8	8	90	Komagataella pastoris
GCA_900016395.1	1609	1601	8	8	89	Komagataella pastoris
GCA_900016405.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016415.1	1607	1600	7	9	90	Komagataella pastoris
GCA_900016425.1	1608	1601	7	8	90	Komagataella pastoris
GCA_900016435.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016445.1	1609	1601	8	7	90	Komagataella pastoris
GCA_900016455.1	1608	1600	8	8	90	Komagataella pastoris
GCA_900016465.1	1607	1599	8	8	91	Komagataella pastoris
GCA_900016475.1	1610	1602	8	7	89	Komagataella pastoris
GCA_900016485.1	1608	1600	8	8	90	Komagataella pastoris
GCA_900016495.1	1610	1602	8	7	89	Komagataella pastoris
GCA_900016505.1	1608	1600	8	7	91	Komagataella pastoris
GCA_900016515.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016525.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016535.1	1606	1599	7	7	93	Komagataella pastoris
GCA_900016545.1	1608	1601	7	8	90	Komagataella pastoris
GCA_900016555.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016565.1	1609	1601	8	7	90	Komagataella pastoris
GCA_900016575.1	1609	1601	8	8	89	Komagataella pastoris
GCA_900016585.1	1607	1600	7	7	92	Komagataella pastoris
GCA_900016595.1	1607	1600	7	8	91	Komagataella pastoris
GCA_900016605.1	1607	1599	8	8	91	Komagataella pastoris
GCA_900016615.1	1609	1601	8	7	90	Komagataella pastoris
GCA_900069165.1	1599	1585	14	4	103	Candida metapsilosis CANME
GCA_900074715.1	1652	1652	0	5	49	Lachancea meyersii CBS 8951
GCA_900074725.1	1634	1634	0	7	65	Lachancea dasiensis CBS 10888
GCA_900074735.1	1631	1631	0	3	72	Lachancea sp. CBS 6924
GCA_900074745.1	1627	1627	0	7	72	Lachancea mirantina
GCA_900074755.1	1650	1650	0	3	53	Lachancea nothofagi CBS 11611
GCA_900074765.1	1649	1649	0	5	52	Lachancea fermentati
GCA_900087985.1	1584	1572	12	4	118	Yarrowia lipolytica
GCA_900096545.1	1542	1509	33	16	148	[Candida] glabrata
GCA_900099155.1	1609	1547	62	12	85	Saccharomyces cerevisiae
GCA_900099165.1	1610	1548	62	13	83	Saccharomyces cerevisiae
GCA_900099195.1	1615	1549	66	9	82	Saccharomyces cerevisiae
GCA_900099225.1	1611	1543	68	12	83	Saccharomyces cerevisiae
GCA_900099235.1	1609	1547	62	12	85	Saccharomyces cerevisiae
GCA_900099255.1	1612	1552	60	13	81	Saccharomyces cerevisiae
GCA_900099265.1	1608	1548	60	10	88	Saccharomyces cerevisiae
GCA_900099275.1	1619	1555	64	8	79	Saccharomyces cerevisiae
GCA_900099285.1	1619	1553	66	6	81	Saccharomyces cerevisiae
GCA_900099305.1	1622	1555	67	6	78	Saccharomyces cerevisiae
GCA_900099345.1	1613	1546	67	9	84	Saccharomyces cerevisiae
GCA_900099355.1	1614	1546	68	9	83	Saccharomyces cerevisiae
GCA_900099375.1	1619	1554	65	8	79	Saccharomyces cerevisiae
GCA_900099395.1	1625	1549	76	7	74	Saccharomyces cerevisiae
GCA_900099425.1	1622	1554	68	5	79	Saccharomyces cerevisiae
GCA_900099445.1	1622	1553	69	4	80	Saccharomyces cerevisiae
GCA_900106115.1	1603	1602	1	4	99	[Candida] intermedia CBS 141442
GCA_900106125.1	1572	1570	2	13	121	[Candida] intermedia PYCC 4715
GCA_900119595.1	1017	1015	2	16	673	Hanseniaspora guilliermondii UTAD222
GCA_900162805.1	1638	1633	5	5	63	Zygosaccharomyces bailii IST302
GCA_900166875.1	1542	1509	33	16	148	[Candida] glabrata
GCA_900174495.1	1623	1618	5	9	74	Meyerozyma guilliermondii
GCA_900177835.1	1548	1483	65	50	108	Saccharomyces cerevisiae
GCA_900177845.1	1621	1544	77	11	74	Saccharomyces cerevisiae
GCA_900177855.1	1560	1495	65	39	107	Saccharomyces cerevisiae
GCA_900177865.1	1621	1544	77	14	71	Saccharomyces cerevisiae
GCA_900177875.1	1252	1219	33	191	263	Saccharomyces cerevisiae
GCA_900177885.1	1593	1527	66	28	85	Saccharomyces cerevisiae
GCA_900177905.1	1593	1522	71	20	93	Saccharomyces cerevisiae
GCA_900177915.1	1632	1554	78	5	69	Saccharomyces cerevisiae
GCA_900177925.1	1586	1516	70	20	100	Saccharomyces cerevisiae
GCA_900177935.1	1626	1552	74	8	72	Saccharomyces cerevisiae
GCA_900177945.1	1176	1131	45	250	280	Saccharomyces cerevisiae
GCA_900177955.1	409	400	9	412	885	Saccharomyces cerevisiae
GCA_900177965.1	1573	1512	61	21	112	Saccharomyces cerevisiae
GCA_900177975.1	1629	1552	77	7	70	Saccharomyces cerevisiae
GCA_900177985.1	1617	1539	78	12	77	Saccharomyces cerevisiae
GCA_900177995.1	1627	1550	77	5	74	Saccharomyces cerevisiae
GCA_900178015.1	1626	1550	76	6	74	Saccharomyces cerevisiae
GCA_900178025.1	1623	1549	74	9	74	Saccharomyces cerevisiae
GCA_900178035.1	1626	1547	79	7	73	Saccharomyces cerevisiae
GCA_900178045.1	1630	1554	76	6	70	Saccharomyces cerevisiae
GCA_900178065.1	1628	1554	74	6	72	Saccharomyces cerevisiae
GCA_900178075.1	1626	1549	77	6	74	Saccharomyces cerevisiae
GCA_900178105.1	1628	1548	80	7	71	Saccharomyces cerevisiae MCN1500_3C
GCA_900178125.1	1629	1547	82	2	75	Saccharomyces cerevisiae MCN1500_10C
GCA_900178135.1	1621	1550	71	7	78	Saccharomyces cerevisiae MUCL42908
GCA_900178145.1	1609	1538	71	18	79	Saccharomyces cerevisiae CLIB560
GCA_900178155.1	1626	1548	78	7	73	Saccharomyces cerevisiae Lava32_6
GCA_900178165.1	1619	1538	81	9	78	Saccharomyces cerevisiae N15_4
GCA_900178175.1	1624	1551	73	7	75	Saccharomyces cerevisiae NRRY1791
GCA_900178185.1	1584	1514	70	23	99	Saccharomyces cerevisiae 309
GCA_900178195.1	1616	1540	76	8	82	Saccharomyces cerevisiae CLIB215_3B
GCA_900178205.1	1629	1551	78	5	72	Saccharomyces cerevisiae CLIB219
GCA_900178215.1	1628	1548	80	3	75	Saccharomyces cerevisiae ZP611
GCA_900178225.1	1629	1550	79	4	73	Saccharomyces cerevisiae Lava38_1
GCA_900178235.1	1635	1560	75	3	68	Saccharomyces cerevisiae TL229_alpha
GCA_900178245.1	1627	1547	80	5	74	Saccharomyces cerevisiae 390_D2
GCA_900178255.1	1608	1537	71	15	83	Saccharomyces cerevisiae YQ5
GCA_900178265.1	1615	1541	74	6	85	Saccharomyces cerevisiae 6464
GCA_900178275.1	1630	1551	79	6	70	Saccharomyces cerevisiae Lava32_15
GCA_900178285.1	1633	1553	80	3	70	Saccharomyces cerevisiae EDV493
GCA_900178295.1	1626	1550	76	8	72	Saccharomyces cerevisiae MJ73
GCA_900178305.1	1613	1540	73	10	83	Saccharomyces cerevisiae CBS7957
GCA_900178315.1	1625	1547	78	4	77	Saccharomyces cerevisiae 376
GCA_900178325.1	1629	1549	80	3	74	Saccharomyces cerevisiae OakArd11_2_2
GCA_900178335.1	1629	1546	83	5	72	Saccharomyces cerevisiae ZP1050
GCA_900178345.1	1629	1546	83	6	71	Saccharomyces cerevisiae OakRom3_2
GCA_900178355.1	1626	1547	79	7	73	Saccharomyces cerevisiae CBS7959
GCA_900178365.1	1525	1457	68	68	113	Saccharomyces cerevisiae CLIB215
GCA_900178375.1	1626	1546	80	7	73	Saccharomyces cerevisiae ZP851
GCA_900178385.1	1630	1548	82	3	73	Saccharomyces cerevisiae OakBod21_1
GCA_900178395.1	1620	1548	72	9	77	Saccharomyces cerevisiae NRRLY1545
GCA_900178405.1	1627	1548	79	4	75	Saccharomyces cerevisiae OakGri7_1
GCA_900178415.1	1618	1541	77	10	78	Saccharomyces cerevisiae VPDN_Fino
GCA_900178425.1	1604	1527	77	11	91	Saccharomyces cerevisiae CBS1171
GCA_900178435.1	1608	1536	72	15	83	Saccharomyces cerevisiae KS11
GCA_900178445.1	1630	1550	80	3	73	Saccharomyces cerevisiae YA3
GCA_900178455.1	1619	1542	77	9	78	Saccharomyces cerevisiae 460
GCA_900178465.1	1619	1541	78	6	81	Saccharomyces cerevisiae
GCA_900178475.1	1629	1551	78	5	72	Saccharomyces cerevisiae ZP848
GCA_900178485.1	1619	1540	79	12	75	Saccharomyces cerevisiae VKMY373
GCA_900178495.1	1628	1549	79	8	70	Saccharomyces cerevisiae 245
GCA_900178505.1	1625	1545	80	7	74	Saccharomyces cerevisiae M2ONO800_1A
GCA_900180425.1	1587	1528	59	5	114	Kazachstania saulgeensis
GCA_900186055.1	1642	1641	1	5	59	Torulaspora microellipsoides
GCA_900186115.1	1328	1324	4	38	340	Brettanomyces bruxellensis
GCA_900186205.1	1666	1665	1	2	38	[Candida] psychrophila
GCA_900231965.1	1629	1611	18	6	71	Meyerozyma caribbica
GCA_900231995.1	1630	1627	3	5	71	Meyerozyma caribbica
GCA_900232055.1	1628	1626	2	8	70	Meyerozyma caribbica
GCA_900232065.1	1620	1534	86	11	75	Meyerozyma caribbica
GCA_900234805.1	1606	1600	6	8	92	Komagataella phaffii
GCA_900235035.1	1609	1603	6	9	88	Komagataella phaffii CBS 7435
GCA_900290405.1	1622	1546	76	2	82	Saccharomyces jurei
GCA_900408955.1	1639	142	1497	7	60	Zygosaccharomyces pseudobailii
GCA_900411385.1	1636	196	1440	3	67	Zygosaccharomyces rouxii
GCA_900465325.1	1618	335	1283	4	84	Zygosaccharomyces sapae
GCA_900465365.1	1378	1375	3	30	298	[Candida] vartiovaarae
GCA_900491785.1	1331	1330	1	20	355	Saccharomycodes ludwigii UTAD17
GCA_900496985.1	1427	1383	44	21	258	Brettanomyces bruxellensis
GCA_900497715.1	1441	1435	6	15	250	Magnusiomyces ingens NRRL Y-17630
GCA_900497725.1	1514	1509	5	8	184	Magnusiomyces capitatus NRRL Y-17686
GCA_900500645.1	1630	1626	4	9	67	Meyerozyma guilliermondii W2
GCA_900518985.1	1585	1576	9	5	116	Yarrowia alimentaria
GCA_900518995.1	1574	1566	8	6	126	Yarrowia yakushimensis
GCA_900519005.1	1560	1551	9	8	138	Yarrowia phangngaensis
GCA_900519015.1	1583	1575	8	4	119	Yarrowia osloensis
GCA_900519025.1	1589	1582	7	7	110	Yarrowia porcina
GCA_900519035.1	1585	1577	8	9	112	Yarrowia keelungensis
GCA_900519045.1	1582	1574	8	3	121	Yarrowia divulgata
GCA_900519055.1	1571	1563	8	6	129	Yarrowia galli
GCA_900519065.1	1581	1575	6	8	117	Yarrowia hollandica
GCA_900519075.1	1577	1568	9	13	116	Yarrowia bubula
GCA_900519085.1	1582	1573	9	3	121	Yarrowia deformans
GCA_900535975.1	1525	1521	4	14	167	[Candida] hispaniensis
GCA_900537225.1	1583	1575	8	4	119	Yarrowia lipolytica
GCA_900642975.1	1500	1155	345	13	193	Saprochaete suaveolens
GCA_900654225.1	1499	1493	6	12	195	Saprochaete fungicola
GCA_900660285.1	1543	1535	8	5	158	Brettanomyces naardenensis
GCA_900682695.1	1618	1535	83	6	82	Saccharomyces kudriavzevii CR85
GCA_902155815.1	1411	1403	8	25	270	Brettanomyces bruxellensis
GCA_902192245.1	1629	1543	86	5	72	Saccharomyces cerevisiae
GCA_902192255.1	1627	1545	82	4	75	Saccharomyces cerevisiae
GCA_902192265.1	1627	1543	84	5	74	Saccharomyces cerevisiae
GCA_902192275.1	1626	1542	84	8	72	Saccharomyces cerevisiae
GCA_902192285.1	1626	1544	82	3	77	Saccharomyces cerevisiae
GCA_902192295.1	1626	1541	85	6	74	Saccharomyces cerevisiae
GCA_902192305.1	1625	1540	85	7	74	Saccharomyces cerevisiae
GCA_902192315.1	1626	1543	83	6	74	Saccharomyces cerevisiae
GCA_902192325.1	1631	1548	83	3	72	Saccharomyces cerevisiae
GCA_902192335.1	1624	1541	83	5	77	Saccharomyces cerevisiae
GCA_902364165.1	1520	1402	118	22	164	Kluyveromyces marxianus
GCA_902498895.1	1484	1476	8	13	209	Saprochaete ingens
GCA_902703435.1	1598	1597	1	7	101	[Candida] auris
GCA_902703445.1	1600	1599	1	6	100	[Candida] auris
GCA_902703455.1	1598	1597	1	7	101	[Candida] auris
GCA_902703465.1	1598	1597	1	7	101	[Candida] auris
GCA_902703475.1	1598	1597	1	6	102	[Candida] auris
GCA_902703485.1	1598	1597	1	8	100	[Candida] auris
GCA_902703495.1	1598	1597	1	7	101	[Candida] auris
GCA_902703505.1	1598	1597	1	7	101	[Candida] auris
GCA_902703515.1	1597	1596	1	6	103	[Candida] auris
GCA_902703525.1	1598	1597	1	7	101	[Candida] auris
GCA_902703535.1	1599	1598	1	7	100	[Candida] auris
GCA_902703555.1	1598	1597	1	6	102	[Candida] auris
GCA_902703565.1	1599	1598	1	6	101	[Candida] auris
GCA_902703575.1	1598	1597	1	7	101	[Candida] auris
GCA_902703585.1	1599	1598	1	6	101	[Candida] auris
GCA_902703595.1	1597	1596	1	7	102	[Candida] auris
GCA_902703675.1	1598	1597	1	7	101	[Candida] auris
GCA_902703685.1	1598	1597	1	6	102	[Candida] auris
GCA_902703725.1	1599	1598	1	8	99	[Candida] auris
GCA_902703805.1	1597	1596	1	7	102	[Candida] auris
GCA_902703815.1	1599	1598	1	6	101	[Candida] auris
GCA_902703825.1	1597	1596	1	7	102	[Candida] auris
GCA_902703835.1	1599	1598	1	6	101	[Candida] auris
GCA_902712105.3	1508	1507	1	33	165	[Candida] auris
GCA_902712115.3	1596	1571	25	7	103	[Candida] auris
GCA_902712125.3	1481	1481	0	39	186	[Candida] auris
GCA_902712135.3	1594	1574	20	7	105	[Candida] auris
GCA_902712145.3	1590	1538	52	10	106	[Candida] auris
GCA_902712155.3	1594	1575	19	8	104	[Candida] auris
GCA_902712165.3	1600	1599	1	6	100	[Candida] auris
GCA_902712175.3	1585	1560	25	10	111	[Candida] auris
GCA_902712185.3	1565	1447	118	20	121	[Candida] auris
GCA_902712195.3	1597	1587	10	6	103	[Candida] auris
GCA_902712205.3	1597	1558	39	6	103	[Candida] auris
GCA_902712215.3	1442	1442	0	53	211	[Candida] auris
GCA_902712225.3	1508	1507	1	29	169	[Candida] auris
GCA_902712235.3	1442	1442	0	52	212	[Candida] auris
GCA_902712245.3	1530	1529	1	26	150	[Candida] auris
GCA_902712255.3	1431	1430	1	41	234	[Candida] auris
GCA_902712265.3	1599	1598	1	6	101	[Candida] auris
GCA_902712275.3	1513	1513	0	24	169	[Candida] auris
GCA_902712835.3	1479	1477	2	34	193	[Candida] auris
GCF_000002515.2	1610	1607	3	6	90	Kluyveromyces lactis NRRL Y-1140
GCF_000002525.2	1583	1575	8	5	118	Yarrowia lipolytica CLIB122 CLIB122
GCF_000002545.3	1601	1563	38	4	101	[Candida] glabrata CBS 138
GCF_000003835.1	1564	1561	3	18	124	Clavispora lusitaniae ATCC 42720 ATCC 42720
GCF_000006335.3	1593	1582	11	9	104	Candida tropicalis MYA-3404 MYA-3404
GCF_000006445.2	1667	1664	3	2	37	Debaryomyces hansenii CBS767 CBS767
GCF_000026365.1	1631	1628	3	4	71	Zygosaccharomyces rouxii CBS 732
GCF_000026945.1	1615	1607	8	4	87	Candida dubliniensis CD36 CD36
GCF_000027005.1	1594	1590	4	9	103	Komagataella phaffii GS115 GS115
GCF_000091025.4	1581	1579	2	11	114	Eremothecium gossypii ATCC 10895 ATCC 10895
GCF_000142805.1	1638	1637	1	7	61	Lachancea thermotolerans CBS 6340 CBS 6340
GCF_000146045.2	1627	1544	83	5	74	Saccharomyces cerevisiae S288C S288C
GCF_000149425.1	1598	1595	3	14	94	Meyerozyma guilliermondii ATCC 6260 ATCC 6260
GCF_000149685.1	1549	1544	5	14	143	Lodderomyces elongisporus NRRL YB-4239 NRRL YB-4239
GCF_000150035.1	1588	1513	75	8	110	Vanderwaltozyma polyspora DSM 70294 DSM 70294
GCF_000182765.1	1638	83	1555	5	63	Candida parapsilosis CDC317
GCF_000182965.3	1618	1609	9	4	84	Candida albicans SC5314 SC5314
GCF_000187245.1	1565	1563	2	7	134	Ogataea parapolymorpha DL-1 DL-1
GCF_000209165.1	1648	1645	3	2	56	Scheffersomyces stipitis CBS 6054 CBS 6054
GCF_000223465.1	1609	1606	3	2	95	Yamadazyma tenuis ATCC 10573 ATCC 10573
GCF_000223485.1	1627	1623	4	2	77	Spathaspora passalidarum NRRL Y-27907 NRRL Y-27907
GCF_000227115.2	1608	1549	59	4	94	Naumovozyma dairenensis CBS 421 type strain:CBS 421
GCF_000235365.1	1581	1581	0	12	113	Eremothecium cymbalariae DBVPG#7215 DBVPG#7215
GCF_000236905.1	1594	1540	54	4	108	Tetrapisispora phaffii CBS 4417 type strain:CBS 4417
GCF_000237345.1	1618	1530	88	0	88	Naumovozyma castellii CBS 4309 type strain:CBS 4309
GCF_000243375.1	1634	1632	2	4	68	Torulaspora delbrueckii type strain:CBS 1146
GCF_000304475.1	1587	1536	51	5	114	Kazachstania africana CBS 2517 type strain:CBS 2517
GCF_000313485.1	1647	1643	4	4	55	Wickerhamomyces ciferrii NRRL Y-1031 F-60-10
GCF_000315875.1	1609	1607	2	4	93	Candida orthopsilosis Co 90-125 Co 90-125
GCF_000315915.1	1534	1494	40	7	165	Tetrapisispora blattae CBS 6284 type strain:CBS 6284
GCF_000348985.1	1570	1517	53	7	129	Kazachstania naganishii CBS 8797 type strain:CBS 8797
GCF_000576695.1	1604	1601	3	6	96	Kuraishia capsulata CBS 1993 CBS 1993
GCF_000938715.1	1638	1637	1	7	61	Lachancea lanzarotensis CBS 12615
GCF_001298625.1	1626	1543	83	5	75	Saccharomyces eubayanus FM1318
GCF_001417885.1	1616	1614	2	8	82	Kluyveromyces marxianus DMKU3-1042 DMKU3-1042
GCF_001447935.2	1653	1648	5	7	46	Debaryomyces fabryi CBS 789
GCF_001640025.1	1600	1595	5	11	95	Sugiyamaella lignohabitans CBS 10342
GCF_001661235.1	1474	1472	2	15	217	Pichia membranifaciens NRRL Y-2026 NRRL Y-2026
GCF_001661255.1	1628	1622	6	6	72	Wickerhamomyces anomalus NRRL Y-366-8 NRRL Y-366-8
GCF_001661335.1	1618	1613	5	8	80	Babjeviella inositovora NRRL Y-12698 NRRL Y-12698
GCF_001661345.1	1488	1463	25	12	206	Ascoidea rubescens DSM 1968 DSM 1968
GCF_001661395.1	1644	1640	4	4	58	Hyphopichia burtonii NRRL Y-1933 NRRL Y-1933
GCF_001661405.1	1628	1606	22	5	73	Cyberlindnera jadinii NRRL Y-1542 NRRL Y-1542
GCF_001661415.1	1650	1647	3	6	50	Suhomyces tanzawaensis NRRL Y-17324 NRRL Y-17324
GCF_001664035.1	1568	1564	4	13	125	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993 NRRL YB-4993
GCF_001664045.1	1567	1564	3	5	134	Ogataea polymorpha NCYC 495 leu1.1
GCF_002079055.1	1627	1544	83	4	75	Saccharomyces paradoxus CBS432
GCF_002251995.1	1425	1419	6	13	268	Wickerhamiella sorbophila DS02
GCF_002775015.1	1591	1586	5	7	108	[Candida] auris B11221
GCF_002926055.2	1575	1574	1	9	122	[Candida] haemuloni B11899
GCF_002926085.2	1534	1531	3	9	163	[Candida] duobushaemulonis B09383
GCF_003013735.1	1585	1583	2	12	109	[Candida] pseudohaemulonis B12108
